095370213,Ana Caneco Carneiro Cipriano Vivas,3/7/1961,Albernoa e Trindade
973058792,Ana Amorim Domingos Quadros Antunes,13/4/1960,Cabacos e Fojo Lobal
841596188,Alzinda Soeiro Cunha Amora Vivas,22/5/1954,Malhada Sorda
927475817,Alzinda Pires Moreno Azenha Peres,1/11/1992,Valhascos
458194126,Ana Bogas Belchior Cabral Arantes,17/7/1951,Vilar da Veiga
025385971,Alzinda Nascimento Caiado Azevedo,15/12/1953,Urra
243303113,Alzinda Carmona Pacheco Baptista,24/5/1954,Povoa de Santa Iria e Forte da Casa
949532125,Alzinda Rocha Santos Real,3/11/1962,Termas de Sao Vicente
506015661,Ana Amorim Paredes Ferro Barbosa,23/4/1982,Ribeiros
461766154,Alzinda Nunes Andrade Aguiar Cipriano,26/12/1998,S. Gens
962432437,Alzinda Pires Azevedo Amorim Cunha,21/8/1964,Mouronho
630328341,Alzinda Martins Eanes Coelho Leao,22/2/1953,Ansiao
036979565,Ana Valbom Bogas Cardoso Real,5/2/1954,S. Joao da Serra
097904975,Ana Almeida Lopes Rego Leal,3/5/1988,Vale de Santiago
584550283,Ana Belchior Amorim Aguiar,5/9/1980,Campelo
426335386,Alzinda Macedo Amorim Amado,26/3/1974,Freixiel
171927887,Alzinda Carrico Mota Valbom Ferreira,11/2/1961,Teixeira e Teixeiro
118823971,Alzinda Seixas Carrasco Martins Mendes,22/1/1985,Sande
541438898,Ana Belchior Moreira Ferraz Nunes,14/11/1958,Barbacena e Vila Fernando
411424374,Alzinda Eanes Barros Tinoco,30/9/1995,Cabana Maior
270249970,Ana Matos Dinis Lopes Valbom,20/9/1990,Santo Quintino
857334488,Alzinda Leao Azeredo Baptista Rego,30/1/1996,Vila Verde
560338771,Ana Eanes Rego Caneco,7/4/1955,Perafita, Lavra e Santa Cruz do Bispo
307848776,Ana Regueira Pacheco Amorim Quadros,23/8/1952,Estremoz (Santa Maria e Santo Andre)
543282457,Alzinda Leal Macedo Mota Matos,9/9/1994,Nave
179585988,Ana Farias Caneco Pinheiro Cardoso,4/4/1970,Souto e Tabaco
841848520,Alzinda Carneiro Regueira Macedo,18/10/1953,Vilar de Nantes
843775628,Ana Carmona Quadros Seixas Amora,1/10/1951,Santiago do Escoural
774921776,Alzinda Carrasco Domingos Barbosa,1/10/1992,Alhoes, Bustelo, Gralheira e Ramires
719918249,Ana Clementino Coelho Soeiro,6/1/2001,Barreiros e Cepoes
582284038,Ana Pinheiro Pires Azeredo Vivas,13/10/1971,Lagoa e Carvoeiro
621713343,Ana Rego Domingos Almada Bogas,23/8/1958,Malhada Sorda
040064024,Alzinda Domingos Dias Amora Ferreira,23/5/1953,S. Salvador
381022310,Alzinda Pinto Rocha Valbom Real,9/8/1960,Ardegao, Arnozela e Seidoes
485164714,Alzinda Leao Quadros Martins,6/2/1991,Figueiro (Santiago e Santa Cristina)
846864004,Alzinda Pinto Amora Aguiar Leao,13/12/1986,Rio Tinto
397724323,Alzinda Pinto Dias Carmona Real,30/10/1956,Revinhade
609490877,Alzinda Dias Azeredo Carmona Nascimento,13/6/1953,Carregueiros
288274991,Alzinda Seixas Carrasco Arouca Bacelar,1/6/1999,Aveiras de Baixo
411770695,Ana Fonseca Leal Nunes Azevedo,24/9/1973,Paradela e Granjinha
199305823,Ana Mora Bogas Amorim Carvalheira,11/2/1986,Murias
155904871,Alzinda Valbom Bacelar Ramalho Nogueira,11/1/1962,Vila do Touro
863721788,Alzinda Mourao Clementino Carrico,30/9/1994,Monte Gordo
369959360,Alzinda Rego Azevedo Cunha,9/5/1996,Darque
557135897,Alzinda Calado Baptista Almeida Azevedo,8/7/1996,Fanzeres e Sao Pedro da Cova
741960328,Alzinda Soeiro Amado Cabral,17/7/1962,Penamacor
880970008,Alzinda Carmona Mateus Matos,2/2/1973,Muxagata
886646219,Ana Rego Clementino Carrasco Quadros,22/3/1960,Peso da Regua e Godim
404099176,Alzinda Caneco Coelho Martins,14/4/1998,Campia
996858429,Ana Lobato Rego Ramalho Caneco,6/2/2001,Murtede
909919148,Alzinda Bogas Pinheiro Arouca Ferro,18/1/1955,Amoreira, Parada e Cabreira
728209183,Alzinda Nascimento Amorim Cunha,30/10/1999,Sa
078603862,Alzinda Carneiro Nogueira Mateus,10/11/1951,Fornos
719915279,Ana Ferro Santos Silva Clementino,24/3/1995,Ciladas
733429372,Alzinda Matos Valbom Nunes,5/6/1980,Castelo Bom
904114867,Ana Barbosa Nunes Aguiar Pacheco,1/1/1961,Queimadela
493153483,Ana Ferro Amorim Ramalho Domingos,16/5/1987,Serrazes
784402672,Ana Lopes Barros Antunes Cardoso,7/12/1963,Treixedo e Nagozela
609398069,Alzinda Brito Ferro Baptista Paredes,29/7/1978,Pinho
918786731,Ana Cipriano Cardoso Clementino Arantes,25/7/1998,Custoias
636843802,Alzinda Caiado Mendes Mora Cabral,22/6/2000,Lamas
152580793,Alzinda Dias Mourao Tinoco Azenha,5/9/1967,Povoa de Penela
103766737,Ana Rego Carreira Domingos,21/2/1997,Ranhados
816757411,Alzinda Carreira Moreno Pinto Pires,31/1/1964,Rio de Couros e Casal Dos Bernardos
159321397,Ana Moreira Aguiar Real Lobato,3/2/1992,Oliveira do Hospital e Sao Paio de Gramacos
169462741,Ana Brito Dias Barbosa Leal,20/4/1996,Bombarral e Vale Covo
323325958,Alzinda Fonseca Clementino Mateus,8/10/1991,Ranhados
578619121,Ana Pinheiro Lobato Azevedo,12/11/1995,Correlha
471688286,Ana Lopes Pacheco Almeida,13/10/1955,Ventosa
846481586,Alzinda Rosado Nascimento Regueira,5/8/1989,Espinho
603559444,Ana Belchior Carrasco Ferro Proenca,16/10/1962,Mancelos
709668257,Alzinda Aguiar Fonseca Azenha Silva,3/3/1966,Sao Martinho Das Moitas e Covas do Rio
979253591,Alzinda Carmona Brito Carneiro Cunha,5/8/1980,Coz, Alpedriz e Montes
904978706,Ana Azenha Pacheco Proenca Pires,11/12/1961,Cacarelhos e Angueira
689887347,Alzinda Calado Brito Andrade,22/10/1970,Miranda
003398313,Alzinda Amorim Domingos Brito Almeida,13/2/1985,Atalaia e Safurdao
991226542,Ana Moreno Arantes Leal Lobato,8/6/1973,Sobral de S. Miguel
046235532,Alzinda Eanes Barbosa Bacelar Andrade,14/11/1975,Vide e Cabeca
715736344,Alzinda Ferreira Mota Bacelar Leao,30/12/1981,Lanhas
204848851,Ana Moura Brito Barros Nogueira,13/5/1979,Pombal e Vales
906993653,Alzinda Cipriano Martins Dias Carrico,6/6/1990,Cerva e Limoes
002506737,Ana Silva Rocha Almeida Ramalho,17/2/1955,Curopos e Vale de Janeiro
963422383,Ana Soeiro Ferraz Castro Mora,5/9/2001,Sao Lourenco de Mamporcao e Sao Bento de Ana Loura
924367117,Alzinda Cabral Arouca Proenca,5/5/1984,Rio de Mel
928863455,Alzinda Cabral Dias Carreira Nogueira,10/12/1980,Teloes
211940391,Alzinda Dias Clementino Ferraz Nascimento,11/9/1966,Vau
915274570,Alzinda Quadros Mora Brito Pires,30/10/1983,Liceia
218530597,Ana Tinoco Leal Brito Regueira,14/4/1996,Fornos do Pinhal
936925466,Ana Farias Cunha Martins Coelho,16/12/1990,Monforte da Beira
241975499,Ana Pires Queiros Mora Carneiro,2/10/1987,Giao
433779296,Alzinda Calheiros Andrade Dinis Ferro,4/4/1992,Bustelo
671889227,Alzinda Seixas Carrasco Peres Ferro,4/6/1998,Carva e Vilares
423653908,Ana Carneiro Nascimento Vivas Nunes,19/3/1975,Oliveira
565698452,Alzinda Carneiro Castro Rosado Lobato,4/10/1963,Algueirao-Mem Martins
349420279,Alzinda Carvalheira Castanheira Dinis Pinheiro,18/3/1999,Porto de Mos - Sao Joao Baptista e Sao Pedro
248985897,Ana Tinoco Azeredo Matos,13/8/2000,Evora (Sao Mamede, Se, Sao Pedro e Santo Antao)
257441854,Alzinda Leal Dinis Sequeira,24/6/1950,Faia
554359702,Alzinda Martins Fonseca Bogas Carrico,2/2/1992,Aboadela, Sanche e Varzea
802703433,Alzinda Andrade Baptista Vivas,17/2/1962,Sao Mancos e Sao Vicente do Pigeiro
267192175,Alzinda Almada Fonseca Barbosa,19/2/1991,Brufe
919414561,Alzinda Ferro Brito Antunes,12/4/1965,Aldeia da Mata
055532686,Ana Mota Farias Amorim Carneiro,5/7/1967,Santa Maria Maior e Monserrate e Meadela
556037194,Ana Dias Azenha Leao,19/8/1958,Cabril
843238318,Ana Rocha Carmona Arouca Martins,19/10/1998,Vinhais
936997179,Ana Rego Calheiros Silva Carrico,21/11/1999,Gralhas
019279949,Alzinda Brito Mota Lopes Dias,27/9/1957,Fonte Arcada e Escurquela
312081357,Alzinda Cabral Rego Ferreira Clementino,9/11/1990,Moledo e Cristelo
402478041,Ana Ferraz Carreira Amorim Lopes,27/1/1972,Antas e Ourozinho
724368262,Ana Moreno Amora Rego Mateus,11/8/1953,Tronco
268424482,Alzinda Peres Regueira Lopes Pinheiro,3/7/1987,Canidelo
932802871,Alzinda Barbosa Moreira Matos Martins,6/1/1971,Ouca
930576118,Alzinda Fonseca Clementino Baptista Castanheira,10/7/1976,S. Caetano
430316382,Ana Eanes Andrade Pires Carmona,1/9/1962,Entre Ambos-Os-Rios, Ermida e Germil
353457878,Ana Leal Eanes Barbosa,14/5/1998,Vila Ca
135123195,Alzinda Eanes Mora Peres,8/10/1958,Ventosa e Cova
010511598,Ana Eanes Nogueira Caiado,28/10/1996,Sul
348373327,Ana Nascimento Coelho Santos Lopes,10/5/1972,Trancoso (Sao Pedro e Santa Maria) e Souto Maior
348117169,Alzinda Farias Mota Estrela Almeida,23/3/2000,Valdreu
245533341,Ana Dinis Nogueira Cunha Aguiar,28/12/1979,Moimenta
212264599,Alzinda Carvalheira Mourao Dinis,22/4/1962,Medelim
953068900,Ana Brito Matos Queiros,5/2/1977,S. Jorge da Beira
101442260,Alzinda Cipriano Antunes Nogueira Azevedo,3/7/1970,Canedo de Basto e Corgo
612030864,Alzinda Arantes Azenha Macedo Almeida,19/2/1964,Ligares
548397824,Alzinda Andrade Soeiro Calado Azeredo,3/11/1976,Sao Vicente do Paul e Vale de Figueira
795896321,Ana Moura Antunes Matos Eanes,11/11/1985,Seixo
730336503,Alzinda Vivas Leal Soeiro Real,23/4/1965,Bodiosa
577162912,Alzinda Azenha Carneiro Lopes Bogas,29/5/1954,Ponte
308347672,Ana Regueira Dias Bacelar,31/1/1974,Vila Alva
163310970,Ana Clementino Valbom Fonseca Tinoco,12/5/1957,Lobrigos (S.Miguel e S.Joao Baptista) e Sanhoane
325919128,Alzinda Barros Aguiar Soeiro,24/11/1993,Cinco Vilas e Reigada
225867415,Ana Queiros Aguiar Brito Almeida,29/9/2000,Varzea da Serra
128978753,Alzinda Silva Valbom Andrade Amado,30/4/1959,Santiago de Besteiros
645263329,Alzinda Ferreira Cunha Mourao,29/10/1997,Codesseiro
269410701,Alzinda Caiado Ferreira Rocha Barbosa,4/7/1994,S. Bernardo
650336539,Ana Pinto Calheiros Matos Regueira,19/2/1983,Brinches
166311192,Ana Mourao Tinoco Antunes Amora,5/8/1988,Apulia e Fao
059393812,Ana Rosado Andrade Domingos,17/1/2000,Carvalheira
727529440,Alzinda Amado Calado Sequeira Lobato,1/1/1988,Travancas e Roriz
130015965,Alzinda Macedo Lopes Soeiro Ferreira,2/8/1986,S.P., Santiago, S.M. Castelo e S.Miguel, Matacaes
604281306,Alzinda Vivas Mora Mota,14/3/1999,Vila Velha de Rodao
076122598,Ana Calheiros Martins Rego Azevedo,27/9/1974,Vila Flor e Nabo
557161771,Alzinda Arouca Real Soeiro Andrade,19/7/1969,Eira Vedra
033343671,Ana Rego Barbosa Estrela,31/5/1974,Alcofra
521594798,Ana Carrasco Martins Carmona Almeida,15/6/1958,Adaes
440384944,Alzinda Eanes Almeida Lopes Nascimento,9/12/1959,Insua
409095689,Alzinda Proenca Carrasco Castanheira Leal,13/4/1976,Marmelete
621602454,Ana Eanes Belchior Carrasco,27/3/1997,Vila Nova de Souto D El-Rei
049336780,Alzinda Carvalheira Cabral Tinoco Real,9/8/1953,Creixomil e Mariz
066528959,Ana Caneco Ferraz Baptista,6/12/1986,Horta da Vilarica
904189982,Alzinda Caneco Moreno Calado,8/12/2000,Aboim, Felgueiras, Gontim e Pedraido
160221765,Alzinda Caneco Rego Azevedo,3/4/1997,Cacarelhos e Angueira
384815245,Alzinda Cabral Silva Domingos Amorim,8/12/1987,S. Joao Dos Caldeireiros
952485188,Alzinda Nunes Azevedo Pires Carrasco,11/3/1981,Alcafache
780865916,Ana Santos Mora Barros,22/9/1997,Aldao
122448351,Alzinda Andrade Fonseca Belchior Bogas,12/2/1958,Vascoes
286411990,Alzinda Carmona Antunes Moura Valbom,12/3/1985,Soutelo de Aguiar
024125015,Alzinda Real Barbosa Leal Carrico,19/5/2000,Comenda
702123780,Ana Coelho Barros Real Rocha,15/8/1950,Alcantarilha e Pera
792568076,Ana Farias Dias Calheiros,20/6/2000,Canicada e Soengas
618288881,Ana Dinis Amado Nunes Farias,29/5/1995,Real
243474015,Alzinda Pinto Regueira Carneiro Cipriano,19/10/2001,Faro (Se e Sao Pedro)
001882821,Alzinda Ferraz Seixas Rosado Caneco,12/1/1959,Paiao
869233261,Alzinda Seixas Andrade Cipriano Rego,13/11/1987,Freitas e Vila Cova
614272521,Alzinda Coelho Ferro Moura Carvalheira,8/2/1970,Quintela de Lampacas
449508695,Alzinda Silva Proenca Belchior Nascimento,7/2/1981,Pega
327250993,Ana Pires Dinis Andrade Fonseca,3/11/1988,S. Pedro
876777314,Alzinda Ferro Queiros Bogas,30/4/1995,Sousel
731104149,Ana Andrade Amora Quadros Peres,22/7/1951,Arez e Amieira do Tejo
877968799,Ana Paredes Calado Baptista Lopes,24/11/1971,Pinelo
814825453,Ana Moura Quadros Andrade Nascimento,27/8/2001,Barreiros
052696228,Alzinda Leal Caneco Amorim Dinis,28/8/1950,Vinha da Rainha
632940169,Ana Castro Mendes Cabral Rosado,6/3/1996,Cunha
591483730,Alzinda Carreira Santos Calheiros,19/3/1958,Torres do Mondego
683673494,Alzinda Matos Almeida Real Andrade,19/7/1966,Santo Amaro
719955626,Ana Carrico Pinto Soeiro Amorim,23/11/1957,Sobreira Formosa e Alvito da Beira
614569883,Alzinda Pinheiro Carvalheira Carrico Fonseca,23/1/2001,Arca e Ponte de Lima
593167135,Alzinda Belchior Dinis Santos Silva,22/5/1983,Custoias
896921249,Ana Moreno Silva Rosado Ramalho,16/4/1997,Santa Comba de Rossas
081448861,Alzinda Rosado Lopes Brito,3/10/1985,Vale de Figueira
184049545,Alzinda Eanes Castro Lopes Dias,29/5/2001,Rubiaes
593264533,Alzinda Carmona Arouca Amado Brito,13/11/1965,Salvaterra de Magos e Foros de Salvaterra
804768746,Ana Tinoco Carvalheira Mora Mourao,15/4/1996,Laranjeiro e Feijo
698359406,Alzinda Andrade Sequeira Regueira Cardoso,19/12/1965,Maceira
498172090,Alzinda Arantes Almada Almeida,11/11/1973,Troviscal
633917902,Ana Sequeira Aguiar Real,14/6/1982,Teixeira
530197960,Ana Baptista Arouca Dinis Amorim,3/9/1957,S. Joao de Lourosa
601944349,Ana Vivas Almeida Moreira Proenca,26/10/1981,Gafanha da Nazare
710658580,Ana Azenha Tinoco Mourao,13/3/1969,Nogueira
801464818,Ana Fonseca Almada Caiado Soeiro,27/10/1997,Sande e Sao Lourenco
052178296,Ana Ferro Castro Barbosa Carrasco,6/1/1975,Penas Roias
678657704,Ana Carneiro Leao Valbom Martins,27/2/1958,Penafiel
669861798,Alzinda Mourao Cabral Andrade Carneiro,7/2/1995,Sabugal e Aldeia de Santo Antonio
500105702,Ana Nunes Macedo Carrasco Dias,6/6/1952,Fundao, Valverde, Donas, A. Joanes, A. Nova Cabo
263946613,Alzinda Quadros Cabral Estrela,10/5/1977,Montalvao
199875146,Ana Matos Leao Amorim,27/11/1973,Seixo
820079266,Ana Sequeira Nascimento Bogas Azeredo,27/9/1987,Cabril
128940709,Alzinda Mota Quadros Azeredo Calado,21/1/1954,Medroes
367559131,Alzinda Arouca Cipriano Leao Moreno,7/8/1961,Vilas Boas e Vilarinho Das Azenhas
828351373,Ana Rosado Cabral Leao Real,5/12/1957,Alegrete
639494843,Ana Carreira Real Amorim Baptista,26/2/1951,Tamel (Santa Leocadia) e Vilar do Monte
170857255,Alzinda Brito Dinis Andrade Cardoso,12/3/1963,Usseira
251655763,Ana Cipriano Rosado Arouca Caiado,9/9/1995,Vale da Pedra
163225399,Alzinda Pacheco Mateus Ferro Calheiros,9/6/1995,Cacarilhe e Infesta
094165014,Alzinda Carrasco Mourao Matos,25/7/1960,Canidelo
068498294,Ana Carrico Almeida Brito,2/8/1966,Parada
162419584,Alzinda Mateus Mota Amorim,19/7/1990,Avidos e Lagoa
423654781,Alzinda Vivas Nogueira Bogas Domingos,25/5/1986,Aldeia Galega da Merceana e Aldeia Gavinha
780951956,Alzinda Soeiro Paredes Domingos,10/3/1969,Lazarim
616760987,Ana Dinis Rosado Carvalheira Ferro,7/10/1983,Valbom (Sao Pedro), Passo e Valbom (Sao Martinho)
783785976,Ana Brito Moura Ferreira Azenha,14/6/1990,Santa Ovaia e Vila Pouca da Beira
156740872,Ana Leal Leao Rego Ferraz,25/2/1959,Vendas Novas
019514659,Ana Castro Azeredo Nascimento,3/5/2001,Vale de Prazeres e Mata da Rainha
069841507,Ana Cabral Carrico Pinheiro Brito,25/6/1980,Valdreu
595531976,Ana Bacelar Belchior Baptista Amorim,22/4/1989,Parada
753417544,Alzinda Arouca Paredes Lopes Fonseca,5/7/1973,Rego
440705811,Ana Cipriano Eanes Amado,19/4/1960,Almofala e Escarigo
934608127,Alzinda Fonseca Matos Bacelar,10/9/1959,Povoa de Rio de Moinhos e Cafede
607961371,Ana Rego Santos Belchior Pinheiro,4/6/1987,Ponte
473701332,Alzinda Antunes Real Amado Sequeira,10/12/1993,Manhente
275626444,Ana Mateus Matos Baptista Rocha,26/4/1973,S. Joao da Serra
324317893,Ana Carneiro Amado Amorim Pinheiro,12/2/1969,Estremoz (Santa Maria e Santo Andre)
575415625,Ana Farias Pinto Barros Arantes,22/8/1987,Cercal
324928408,Ana Moreira Seixas Belchior Peres,24/9/2000,Braga (S. Vicente)
390220932,Ana Seixas Andrade Carrico,12/6/1954,Santa Eulalia
116351878,Ana Dias Ferraz Leal Calheiros,23/10/1999,Panoias de Cima
834483226,Ana Paredes Seixas Almeida Moura,22/12/2001,S. Joao do Campo
513396175,Alzinda Cunha Azevedo Ferraz Azeredo,29/9/1972,Vila Seca e Bem da Fe
542957620,Alzinda Macedo Mourao Paredes Calado,29/8/2001,Veiros
776979726,Alzinda Azeredo Carmona Arouca Pacheco,10/11/1989,N.S. Conceicao, S.Bras Matos, Juromenha
465905083,Alzinda Proenca Valbom Macedo Belchior,24/12/2000,Tronco
601153752,Alzinda Vivas Silva Matos Almada,9/8/1976,Lindoso
900182992,Ana Barros Pinheiro Bogas,21/11/1986,Adeganha e Cardanha
755048380,Ana Clementino Domingos Moura Nascimento,17/1/1956,Freixeda Torrao, Quinta Pero Martins, Penha Aguia
071380173,Alzinda Regueira Barros Belchior,3/5/1984,Bela
178193768,Alzinda Amorim Soeiro Seixas Moreira,8/9/1958,Santos Evos
149830078,Alzinda Arantes Lobato Martins Amora,3/10/1979,Caxarias
686157368,Alzinda Amorim Pinheiro Dinis Ferreira,9/9/1955,Tres Povos
722221932,Ana Queiros Mota Brito,3/4/1974,Urro
160091562,Ana Rosado Domingos Ferreira Leao,12/9/1999,Rua
054845400,Alzinda Cunha Valbom Seixas,11/1/1951,Cabacos
570752103,Alzinda Vivas Carneiro Andrade,9/5/1996,Vila Cha
365223036,Ana Castro Almeida Rego Castanheira,31/12/1987,Apulia e Fao
489687486,Alzinda Coelho Ferreira Almada,13/10/1996,Croca
989232593,Ana Regueira Queiros Matos Brito,19/8/1963,Vila Cova A Coelheira
276443518,Alzinda Rego Leao Regueira,2/10/1988,Porto de Mos - Sao Joao Baptista e Sao Pedro
279099095,Alzinda Valbom Bacelar Ferro Mendes,2/12/1998,Vade
554645290,Alzinda Aguiar Ferraz Martins,21/6/1963,S. Cristovao de Nogueira
893579676,Alzinda Amorim Ferreira Barbosa Quadros,8/1/1969,Corval
962809123,Alzinda Dinis Mateus Moreno,24/2/1976,Sao Miguel do Souto e Mosteiro
407578801,Alzinda Santos Bogas Rego,1/7/1982,Troviscal
040167156,Ana Fonseca Ferreira Moreira Pinheiro,29/12/1964,Mirandela
037657525,Ana Rego Azeredo Castanheira Barros,26/9/1952,Figueiro do Campo
390863678,Alzinda Fonseca Baptista Azenha,2/12/1974,Vilar Seco de Lomba
911077799,Alzinda Domingos Clementino Cabral Cipriano,12/8/1994,Cousso
964530085,Alzinda Soeiro Nogueira Mota Baptista,17/9/1977,Aricera e Goujoim
413331645,Ana Pires Real Mateus Carmona,4/4/1956,S. Jorge da Beira
584929463,Alzinda Leao Nascimento Pinto Silva,8/11/1955,Adao
211574956,Ana Andrade Baptista Macedo Leao,26/1/1988,Serra de Santo Antonio
437805201,Ana Moreira Ramalho Amora Andrade,19/4/1978,Barqueiros
076375822,Ana Carmona Ferro Macedo,5/10/1965,Cabacos e Fojo Lobal
424565969,Alzinda Azevedo Soeiro Amorim,12/12/2001,Vila Fernando
661325232,Alzinda Almada Vivas Andrade Mourao,1/10/1971,Lajeosa do Dao
485875896,Ana Nunes Antunes Azenha,10/7/1961,Gouveia (S. Simao)
022488448,Ana Calado Azenha Silva,27/7/1959,Pedrogao
619456874,Alzinda Paredes Vivas Real Bacelar,16/8/1970,Abrigada e Cabanas de Torres
893057152,Alzinda Peres Santos Amora Estrela,19/5/1956,Silva de Cima
612865507,Ana Pinto Soeiro Arantes Arouca,15/3/1957,Capeludos
682933225,Alzinda Bogas Proenca Valbom,2/5/1995,Pedralva
365468297,Ana Brito Calado Santos Amora,25/6/1980,Ponte
323470506,Ana Ferreira Arouca Ferro Cipriano,25/12/1976,Matanca
558301954,Alzinda Almeida Cabral Rego,1/7/1999,Valpedre
119910577,Ana Silva Mora Valbom Caiado,11/7/1974,Leiria, Pousos, Barreira e Cortes
220019754,Ana Eanes Ferreira Almeida,4/7/1998,Granjal
969966401,Ana Moreno Valbom Soeiro Macedo,22/12/1950,Santa Marinha e Sao Pedro da Afurada
612552388,Alzinda Cabral Ferro Cunha Real,7/7/1969,Ceivaes e Badim
330228615,Alzinda Cunha Calado Mateus Domingos,3/2/1988,Merelim (Sao Pedro) e Frossos
648020145,Alzinda Aguiar Leao Caneco Mateus,23/12/1963,Abrunhosa-A-Velha
874049495,Alzinda Baptista Antunes Castro Lobato,11/8/1991,Salsas
635024785,Alzinda Aguiar Soeiro Pinto,23/5/1963,Vila Nova da Baronia
343557210,Ana Carrico Queiros Leao Domingos,14/5/1957,Valdosende
176326267,Ana Carrasco Barbosa Baptista,4/7/1993,Abrunhosa-A-Velha
549347657,Alzinda Leal Dinis Rosado,19/10/1978,Beato
300805987,Ana Amado Soeiro Rosado Ferraz,11/4/1966,Montalvao
